jugadorId,nombre,apellido,seleccionId,posicion,dorsal,fechaNacimiento,altura,peso,club,capitan
POL-22,Edmundo,Ferrán,POL,Defensor,22,1997-04-09,188,82.2,Soria CF,false
POL-21,Rafael,Casado,POL,Defensor,21,2007-02-12,192,80.5,Tarragona SC,false
POL-12,Angelino,Lamas,POL,Defensor,12,1991-01-15,181,79.0,Castellón SC,false
POL-18,Pelayo,Ros,POL,Defensor,18,2005-06-21,194,89.8,Almería FC,false
POL-14,Cruz,Abella,POL,Defensor,14,1990-12-16,191,78.7,Álava SC,false
POL-01,Pascual,Baquero,POL,Defensor,1,2007-03-14,193,79.1,Castellón AC,false
POL-20,Vasco,Romero,POL,Defensor,20,2001-11-30,178,72.9,Sevilla FC,false
POL-05,Pedro,Guillen,POL,Defensor,5,1994-04-08,181,71.3,Segovia SC,false
POL-13,Pedro,Vall,POL,Mediocampista,13,2001-12-08,185,71.4,Palencia SC,false
POL-16,Amador,Castelló,POL,Mediocampista,16,2007-07-26,178,69.0,Melilla FC,false
POL-09,Joan,Sevillano,POL,Mediocampista,9,1994-09-29,186,73.9,Zamora SC,false
POL-04,Goyo,Tormo,POL,Mediocampista,4,2008-02-09,181,75.0,Córdoba AC,false
POL-23,Sabas,Villalba,POL,Mediocampista,23,1998-09-24,171,61.2,Castellón FC,false
POL-03,Jorge,Pozuelo,POL,Mediocampista,3,2001-03-08,178,72.5,Tarragona FC,false
POL-19,Matías,Báez,POL,Mediocampista,19,2004-06-28,171,68.9,Pontevedra CF,false
POL-24,Ramón,Zamora,POL,Mediocampista,24,1989-10-29,179,76.2,Jaén CF,true
POL-15,Marcio,Pelayo,POL,Delantero,15,1992-10-25,190,79.7,Tarragona AC,false
POL-02,Anacleto,Arranz,POL,Delantero,2,1997-06-09,170,63.8,Jaén SC,false
POL-10,Guillermo,Simó,POL,Delantero,10,2007-05-05,187,77.7,Ourense FC,false
POL-11,Hernando,Herrera,POL,Delantero,11,1997-06-01,183,73.5,Girona SC,false
POL-08,Calixto,Ferrer,POL,Delantero,8,2008-08-09,186,84.4,Alicante FC,false
SRB-13,José María,Cabeza,SRB,Arquero,13,2004-09-14,197,86.3,Valladolid CF,false
SRB-05,Cleto,Tenorio,SRB,Arquero,5,2007-06-05,185,80.1,Ciudad AC,false
SRB-19,Donato,Ribera,SRB,Arquero,19,2005-04-24,197,93.0,Ourense SC,false
SRB-23,Sergio,Jordá,SRB,Defensor,23,1994-04-24,182,72.0,Toledo CF,false
SRB-02,Cleto,Delgado,SRB,Defensor,2,1990-11-22,185,70.6,Vizcaya CF,false
SRB-16,Leoncio,Escalona,SRB,Defensor,16,1996-10-14,192,80.1,Cantabria AC,false
SRB-07,Germán,Barrera,SRB,Defensor,7,1994-09-27,190,80.7,Cáceres SC,false
SRB-06,Jordi,Infante,SRB,Defensor,6,1989-11-10,186,80.6,Barcelona CF,false
SRB-17,Candelario,Ballester,SRB,Defensor,17,2000-09-17,180,70.2,Lugo AC,false
SRB-21,Matías,Coca,SRB,Defensor,21,1996-06-24,187,82.0,Jaén SC,false
SRB-20,Pánfilo,Bárcena,SRB,Defensor,20,2006-08-26,183,77.6,Lleida FC,false
SRB-11,Jacobo,Roca,SRB,Mediocampista,11,2008-06-15,188,79.2,Melilla AC,false
SRB-22,David,Tudela,SRB,Mediocampista,22,1994-03-04,184,72.2,Santa Cruz de Tenerife SC,false
SRB-03,Francisco,Vizcaíno,SRB,Mediocampista,3,1999-02-05,187,75.3,Ourense SC,false
SRB-14,Erasmo,Codina,SRB,Mediocampista,14,1991-07-06,180,68.1,Segovia AC,false
SRB-18,Roque,Oliva,SRB,Mediocampista,18,1989-10-11,174,63.7,Almería CF,false
SRB-08,Amador,Mateos,SRB,Mediocampista,8,1992-01-25,172,68.4,Lugo FC,false
SRB-01,Nazario,Moles,SRB,Mediocampista,1,1990-06-07,175,71.6,Cuenca AC,false
SRB-04,Juan Antonio,Espejo,SRB,Mediocampista,4,2000-12-24,177,68.2,Asturias AC,false
SRB-10,Desiderio,Madrigal,SRB,Delantero,10,1995-10-08,173,67.9,Madrid SC,false
SRB-09,Eliseo,Ledesma,SRB,Delantero,9,1990-01-10,179,72.3,Valladolid AC,false
SRB-24,Toño,Luna,SRB,Delantero,24,1995-03-20,177,66.8,Guadalajara SC,true
SRB-12,Mateo,Tello,SRB,Delantero,12,1993-06-11,182,78.2,Guadalajara CF,false
SRB-15,Cipriano,Criado,SRB,Delantero,15,1994-05-16,185,70.6,Zaragoza CF,false
CHL-08,Emigdio,Castro,CHL,Arquero,8,1997-06-03,186,81.1,La Rioja CF,false
CHL-20,Bartolomé,Mena,CHL,Arquero,20,2005-07-21,195,92.2,Ceuta SC,false
CHL-23,Roberto,Roig,CHL,Arquero,23,1990-11-20,200,93.3,La Rioja FC,false
CHL-14,Modesto,Cabrera,CHL,Defensor,14,1992-01-13,181,67.9,Barcelona AC,false
CHL-21,Julio,Hernandez,CHL,Defensor,21,2004-03-28,194,88.8,Tarragona FC,false
CHL-06,Cristóbal,Malo,CHL,Defensor,6,1995-06-03,195,84.7,Córdoba SC,false
CHL-24,Isidro,Jerez,CHL,Defensor,24,1994-03-22,189,74.8,Cádiz CF,false
CHL-17,Lázaro,Santamaría,CHL,Defensor,17,1991-03-12,188,85.9,Vizcaya FC,false
CHL-22,Amando,Alemán,CHL,Defensor,22,2003-08-08,194,91.8,Baleares CF,false
CHL-02,Jorge,Figueras,CHL,Defensor,2,1996-07-17,189,86.7,Lleida CF,false
CHL-13,Albert,Gámez,CHL,Defensor,13,1996-03-31,179,69.7,Melilla FC,false
CHL-07,Plácido,Corral,CHL,Mediocampista,7,1993-01-07,173,71.5,Córdoba SC,false
CHL-03,Salomón,Osorio,CHL,Mediocampista,3,2006-11-03,172,63.3,Asturias SC,false
CHL-12,Sigfrido,Pagès,CHL,Mediocampista,12,2001-08-21,182,69.1,Guadalajara CF,false
CHL-16,Fidel,Alberdi,CHL,Mediocampista,16,2008-05-17,170,66.7,Badajoz FC,false
CHL-09,Vito,Rodriguez,CHL,Mediocampista,9,1993-06-29,181,75.5,Cádiz CF,false
CHL-01,Cecilio,Carranza,CHL,Mediocampista,1,1992-06-24,178,73.0,Valladolid CF,false
CHL-15,Cleto,Saura,CHL,Mediocampista,15,2001-03-06,176,71.4,Navarra CF,false
CHL-11,Jose Francisco,Iriarte,CHL,Mediocampista,11,2007-09-15,175,68.1,Lugo SC,false
CHL-19,Poncio,Figuerola,CHL,Delantero,19,2007-12-22,176,65.0,Baleares SC,false
CHL-04,Feliciano,Araujo,CHL,Delantero,4,2007-09-24,182,78.3,Córdoba FC,false
CHL-10,Balduino,Machado,CHL,Delantero,10,1995-05-01,176,68.7,Cáceres SC,false
CHL-18,Danilo,Heredia,CHL,Delantero,18,2004-12-29,172,61.7,Castellón SC,true
CHL-05,Maximiliano,Barberá,CHL,Delantero,5,2001-04-19,170,70.0,Cuenca SC,false
PER-17,René,Barberá,PER,Arquero,17,1995-12-30,185,77.5,Córdoba AC,false
PER-07,Tristán,Ramírez,PER,Arquero,7,1998-01-27,200,87.5,Zaragoza FC,false
PER-18,Jacinto,Roca,PER,Arquero,18,1995-03-01,195,85.5,Badajoz AC,false
PER-21,Amor,Rebollo,PER,Defensor,21,1991-04-24,184,82.9,Tarragona CF,false
PER-13,Aureliano,Villalonga,PER,Defensor,13,2007-04-29,180,67.3,Almería CF,false
PER-05,Noé,Caballero,PER,Defensor,5,1994-05-22,186,82.7,Barcelona SC,false
PER-08,Ignacio,Gonzalo,PER,Defensor,8,2005-02-17,194,88.8,Ceuta AC,false
PER-06,Claudio,Barberá,PER,Defensor,6,2000-11-02,184,77.3,Teruel FC,false
PER-09,Efraín,Daza,PER,Defensor,9,1990-05-30,181,79.3,Huelva AC,false
PER-23,Salomón,Hoz,PER,Defensor,23,2006-05-10,179,76.4,Valladolid CF,false
PER-14,Eutimio,Arranz,PER,Defensor,14,2008-01-15,186,72.6,Ceuta CF,false
PER-22,Lino,Gibert,PER,Mediocampista,22,2000-02-11,180,72.8,Lleida CF,false
PER-20,Yago,Ropero,PER,Mediocampista,20,2001-12-29,175,67.4,Sevilla SC,false
PER-19,Heriberto,Cabo,PER,Mediocampista,19,1996-01-16,181,79.2,Huesca CF,false
PER-02,Jose Ignacio,Peiró,PER,Mediocampista,2,2004-02-12,175,73.2,Guipúzcoa FC,false
PER-15,Venceslás,Peña,PER,Mediocampista,15,1996-07-26,175,72.1,Ávila FC,false
PER-11,Lalo,Viñas,PER,Mediocampista,11,2003-10-17,181,79.0,Girona CF,false
PER-03,Gil,Bastida,PER,Mediocampista,3,2001-10-24,182,74.7,Ávila AC,false
PER-12,Roldán,Herrero,PER,Mediocampista,12,1996-06-21,170,65.8,Teruel AC,false
PER-01,Marc,Chaves,PER,Delantero,1,1993-02-28,189,84.9,Zaragoza AC,false
PER-10,Albert,Giménez,PER,Delantero,10,1992-07-14,186,82.5,Cádiz AC,false
PER-16,Juan,Nogueira,PER,Delantero,16,2007-05-28,172,68.2,Tarragona AC,false
PER-24,Pío,Olmo,PER,Delantero,24,1993-06-06,188,80.6,Valencia CF,true
PER-04,Lino,Anglada,PER,Delantero,4,2003-06-15,189,76.4,Toledo CF,false
ECU-10,Fabricio,Leal,ECU,Arquero,10,2007-05-20,193,80.7,Burgos AC,false
ECU-13,Luis Miguel,Colom,ECU,Arquero,13,1997-02-16,199,96.9,Cantabria FC,false
ECU-12,Ciriaco,Gimeno,ECU,Arquero,12,2002-09-08,195,81.6,Asturias AC,false
ECU-17,Aitor,Reguera,ECU,Defensor,17,1995-03-05,191,77.0,Ceuta AC,false
ECU-07,Bernabé,Briones,ECU,Defensor,7,2004-11-06,184,78.3,Asturias FC,false
ECU-04,Ricardo,Calleja,ECU,Defensor,4,2001-09-05,192,76.5,Cáceres AC,false
ECU-08,Kike,Luna,ECU,Defensor,8,2006-10-27,192,88.3,Girona AC,false
ECU-03,Nilo,Olmo,ECU,Defensor,3,1991-10-06,192,75.7,Las Palmas SC,false
ECU-06,Luís,Aguiló,ECU,Defensor,6,1992-10-21,194,86.5,Lugo CF,false
ECU-19,Cebrián,Lopez,ECU,Defensor,19,1999-01-05,178,74.8,Granada FC,false
ECU-20,Leopoldo,Diaz,ECU,Defensor,20,1993-07-10,195,78.7,Cádiz FC,false
ECU-16,Mariano,Paniagua,ECU,Mediocampista,16,1999-06-25,175,71.7,Navarra FC,false
ECU-01,Graciano,Tudela,ECU,Mediocampista,1,2001-10-28,174,67.5,Vizcaya SC,false
ECU-21,Luis Ángel,Gargallo,ECU,Mediocampista,21,1992-01-09,175,74.1,Girona CF,false
ECU-14,Lope,Aroca,ECU,Mediocampista,14,1993-11-10,184,70.0,La Coruña CF,false
ECU-18,Baldomero,Huertas,ECU,Mediocampista,18,2002-02-14,186,79.9,Madrid CF,false
ECU-15,Alonso,Pozuelo,ECU,Mediocampista,15,1991-11-08,188,85.9,Granada AC,false
ECU-11,Adelardo,Losada,ECU,Mediocampista,11,2003-10-14,186,84.4,Barcelona CF,false
ECU-23,Maximino,Llamas,ECU,Mediocampista,23,1990-08-13,176,70.8,Pontevedra CF,false
ECU-24,Pepito,Poza,ECU,Delantero,24,1998-04-29,179,71.3,Castellón SC,false
ECU-02,Claudio,Niño,ECU,Delantero,2,2000-10-21,185,73.4,La Coruña FC,true
ECU-05,Baudelio,Riquelme,ECU,Delantero,5,2005-08-31,176,72.2,Badajoz FC,false
ECU-22,Alex,Planas,ECU,Delantero,22,2004-02-17,190,79.5,Cantabria AC,false
ECU-09,Marcos,Núñez,ECU,Delantero,9,1996-10-06,189,86.8,Huelva SC,false
CAN-21,Cristian,Esparza,CAN,Arquero,21,1990-08-11,186,76.2,Barcelona FC,false
CAN-17,Norberto,Luján,CAN,Arquero,17,1996-06-16,199,86.1,Palencia FC,false
CAN-13,Apolinar,Mendizábal,CAN,Arquero,13,1991-05-22,188,79.7,Vizcaya SC,false
CAN-14,Arsenio,Gracia,CAN,Defensor,14,2003-06-18,180,78.1,Guadalajara SC,false
CAN-20,Tomás,Álvaro,CAN,Defensor,20,1999-09-03,194,80.6,Madrid AC,false
CAN-08,Aarón,Nieto,CAN,Defensor,8,2003-09-17,188,75.9,Girona AC,true
CAN-01,Anastasio,Alfaro,CAN,Defensor,1,2004-05-01,179,73.4,Huelva SC,false
CAN-18,Humberto,Marco,CAN,Defensor,18,1995-01-07,183,72.7,Valencia CF,false
CAN-09,Leocadio,Peralta,CAN,Defensor,9,1996-02-26,195,92.6,Toledo AC,false
CAN-04,Herminio,Ricart,CAN,Defensor,4,2005-02-19,179,75.3,La Coruña CF,false
CAN-11,Aurelio,Carpio,CAN,Defensor,11,1991-11-18,179,65.8,Guipúzcoa AC,false
CAN-05,José Mari,Sastre,CAN,Mediocampista,5,2001-07-04,181,79.9,Cádiz AC,false
CAN-16,Jose,Beltran,CAN,Mediocampista,16,2006-01-26,183,79.3,Lleida SC,false
CAN-24,Lupe,Julián,CAN,Mediocampista,24,2005-01-11,176,71.6,Madrid FC,false
CAN-15,Onofre,Zamorano,CAN,Mediocampista,15,2002-04-18,183,77.7,Palencia SC,false
CAN-12,Eutimio,Tudela,CAN,Mediocampista,12,2004-07-12,183,72.3,Badajoz SC,false
CAN-22,Ciro,Jáuregui,CAN,Mediocampista,22,2006-03-16,174,70.1,Huelva SC,false
CAN-19,Josué,Cañizares,CAN,Mediocampista,19,2008-04-06,184,82.4,Asturias AC,false
CAN-02,Segismundo,Carbonell,CAN,Mediocampista,2,1997-06-22,184,75.8,Cáceres FC,false
CAN-23,Martín,Monreal,CAN,Delantero,23,2005-10-15,176,67.6,Murcia CF,false
CAN-06,Pastor,Carrión,CAN,Delantero,6,1989-09-16,175,72.2,Burgos SC,false
CAN-07,Renato,Calvet,CAN,Delantero,7,1994-04-06,180,66.8,Tarragona CF,false
CAN-10,Amor,Priego,CAN,Delantero,10,2004-05-30,174,72.7,Cáceres FC,false
CAN-03,Valerio,Pujadas,CAN,Delantero,3,1990-12-19,179,77.1,Toledo FC,false
CRC-17,Glauco,Castilla,CRC,Arquero,17,1996-06-09,199,91.6,Guipúzcoa SC,false
CRC-23,Fabián,Narváez,CRC,Arquero,23,2000-02-08,192,80.2,Álava SC,false
CRC-06,Abraham,Amat,CRC,Arquero,6,1998-10-13,186,81.6,Girona CF,false
CRC-12,Geraldo,Bravo,CRC,Defensor,12,1997-03-02,194,81.2,Asturias AC,false
CRC-13,Fortunato,Campos,CRC,Defensor,13,1994-04-05,192,88.1,Murcia CF,false
CRC-08,Luis Ángel,Luján,CRC,Defensor,8,2004-06-04,186,76.2,Santa Cruz de Tenerife FC,false
CRC-10,Baldomero,Jordán,CRC,Defensor,10,1997-12-22,186,77.5,Castellón AC,false
CRC-18,Lope,Martinez,CRC,Defensor,18,2007-03-16,184,77.6,Barcelona AC,false
CRC-11,Feliciano,Cabo,CRC,Defensor,11,2006-07-22,190,78.8,Segovia FC,false
CRC-15,Silvestre,Arregui,CRC,Defensor,15,1995-01-22,181,68.7,Asturias FC,false
CRC-21,Martín,Armengol,CRC,Defensor,21,1999-04-08,195,92.8,Zamora SC,false
CRC-16,Simón,Amores,CRC,Mediocampista,16,2002-09-14,182,70.1,Tarragona SC,false
CRC-19,Heliodoro,Martí,CRC,Mediocampista,19,2002-02-09,183,79.7,Huesca AC,false
CRC-02,Ruperto,Criado,CRC,Mediocampista,2,2004-09-27,175,63.6,Huesca FC,true
CRC-24,Fortunato,Rico,CRC,Mediocampista,24,1998-05-17,174,66.7,Navarra AC,false
CRC-04,Antonio,Mateo,CRC,Mediocampista,4,1995-01-27,182,74.1,Toledo AC,false
CRC-14,Íñigo,Gascón,CRC,Mediocampista,14,2002-11-22,188,78.2,Valladolid AC,false
CRC-20,Simón,Olivé,CRC,Mediocampista,20,2006-01-05,177,66.1,Cantabria AC,false
CRC-07,Luis Ángel,Escobar,CRC,Mediocampista,7,2003-08-24,174,64.4,Lleida CF,false
CRC-05,Asdrubal,Castells,CRC,Delantero,5,2002-06-24,169,67.6,Tarragona FC,false
CRC-09,Chus,Huerta,CRC,Delantero,9,1991-07-17,172,69.5,Álava FC,false
CRC-22,Hernán,Salamanca,CRC,Delantero,22,2005-08-16,174,70.9,Valencia AC,false
CRC-03,Severo,Badía,CRC,Delantero,3,1995-09-07,175,72.9,Baleares CF,false
CRC-01,Roldán,Prieto,CRC,Delantero,1,2002-02-18,181,68.8,Baleares CF,false
JAM-23,Leopoldo,Quesada,JAM,Arquero,23,1991-08-05,189,83.6,Tarragona FC,false
JAM-22,Amando,Gomez,JAM,Arquero,22,2001-12-20,200,87.7,Málaga CF,false
JAM-24,Asdrubal,Roldan,JAM,Arquero,24,1993-03-01,197,85.4,Tarragona FC,false
JAM-17,León,Rosselló,JAM,Defensor,17,1994-09-23,190,80.8,Sevilla AC,false
JAM-21,René,Ríos,JAM,Defensor,21,1995-12-22,191,82.5,Cáceres CF,true
JAM-02,Ciro,Alsina,JAM,Defensor,2,2003-08-04,185,76.9,Vizcaya AC,false
JAM-20,Emigdio,Barrera,JAM,Defensor,20,1992-12-07,191,79.8,Ourense AC,false
JAM-15,Alberto,Cazorla,JAM,Defensor,15,1998-07-18,181,80.2,Santa Cruz de Tenerife SC,false
JAM-16,Simón,Manuel,JAM,Defensor,16,2000-10-01,182,75.8,Cantabria FC,false
JAM-08,Segismundo,Carpio,JAM,Defensor,8,2003-12-20,189,84.4,Salamanca SC,false
JAM-05,Máximo,Ortiz,JAM,Defensor,5,2008-04-15,195,85.0,Cáceres FC,false
JAM-04,Toni,Serna,JAM,Mediocampista,4,1994-04-05,174,73.3,Barcelona SC,false
JAM-01,Mariano,Lobo,JAM,Mediocampista,1,1998-08-02,176,69.3,Valencia SC,false
JAM-11,Gabino,Cisneros,JAM,Mediocampista,11,1994-04-07,172,63.9,Melilla CF,false
JAM-13,Pedro,Ramirez,JAM,Mediocampista,13,1996-01-30,179,66.6,Santa Cruz de Tenerife CF,false
JAM-19,Nilo,Perelló,JAM,Mediocampista,19,1992-02-26,179,72.9,Ourense CF,false
JAM-12,Isidoro,Moya,JAM,Mediocampista,12,2003-05-13,185,70.4,Alicante SC,false
JAM-10,Duilio,Gras,JAM,Mediocampista,10,1999-09-06,178,70.3,La Coruña SC,false
JAM-06,Amando,Beltrán,JAM,Mediocampista,6,2003-03-12,187,84.8,Cádiz AC,false
JAM-18,Gabriel,Costa,JAM,Delantero,18,2005-12-30,178,67.5,Jaén AC,false
JAM-07,Basilio,Torrijos,JAM,Delantero,7,1994-05-15,171,63.7,Guadalajara CF,false
JAM-03,Reyes,Quintana,JAM,Delantero,3,2007-07-05,189,82.6,Sevilla CF,false
JAM-14,Calisto,Garcés,JAM,Delantero,14,1991-07-29,173,71.0,Jaén CF,false
JAM-09,Ibán,Benavente,JAM,Delantero,9,2004-01-02,176,75.7,Valladolid CF,false
PAN-11,Augusto,Valencia,PAN,Arquero,11,2001-01-26,194,90.7,Ciudad CF,false
PAN-01,León,Solsona,PAN,Arquero,1,1996-07-15,194,87.8,Álava SC,false
PAN-23,Adrián,Hoz,PAN,Arquero,23,1992-03-02,192,87.1,Toledo SC,false
PAN-17,Maximiliano,Chacón,PAN,Defensor,17,1992-02-15,186,73.4,Tarragona CF,false
PAN-05,Hector,Redondo,PAN,Defensor,5,2005-04-13,192,80.3,Zamora FC,false
PAN-18,Lucho,Baena,PAN,Defensor,18,1997-12-12,195,90.7,Madrid CF,false
PAN-16,Cecilio,Codina,PAN,Defensor,16,1992-03-20,181,71.9,Ciudad AC,false
PAN-09,Lupe,Aguado,PAN,Defensor,9,2007-11-20,184,73.4,Sevilla SC,false
PAN-15,Heraclio,Capdevila,PAN,Defensor,15,1992-12-30,178,65.3,Ciudad CF,false
PAN-12,Eladio,Peña,PAN,Defensor,12,1992-06-21,178,71.5,Zaragoza CF,false
PAN-20,Salvador,Corral,PAN,Defensor,20,1990-11-29,187,75.3,Palencia CF,false
PAN-07,Mauricio,Ripoll,PAN,Mediocampista,7,2006-09-15,181,69.3,Álava FC,false
PAN-22,Félix,Moraleda,PAN,Mediocampista,22,2006-12-06,180,77.2,Asturias AC,false
PAN-21,Graciano,Olivera,PAN,Mediocampista,21,2007-07-27,180,79.2,Lleida SC,false
PAN-02,Raúl,Alemán,PAN,Mediocampista,2,1999-10-18,170,66.7,Pontevedra FC,false
PAN-08,Lázaro,Abad,PAN,Mediocampista,8,1997-11-15,176,68.2,Valencia AC,false
PAN-06,Heliodoro,Badía,PAN,Mediocampista,6,2004-06-17,170,61.2,Badajoz CF,false
PAN-10,Vasco,Ferrera,PAN,Mediocampista,10,2000-12-12,173,71.3,La Rioja CF,false
PAN-19,Jeremías,Diez,PAN,Mediocampista,19,1996-12-05,176,69.2,Ceuta SC,false
PAN-04,Martín,Jordá,PAN,Delantero,4,1996-06-08,185,83.2,Madrid AC,false
PAN-13,Leandro,Cañellas,PAN,Delantero,13,1991-07-08,176,70.3,Girona AC,false
PAN-14,Basilio,Viña,PAN,Delantero,14,1997-03-02,171,68.4,Santa Cruz de Tenerife AC,false
PAN-03,Eugenio,Jiménez,PAN,Delantero,3,1990-05-27,171,71.1,Vizcaya SC,true
PAN-24,Edmundo,Carro,PAN,Delantero,24,1990-03-01,169,61.0,Salamanca SC,false
NGA-16,Albino,Cruz,NGA,Arquero,16,2002-06-01,198,83.5,Lugo SC,false
NGA-18,Diego,Zaragoza,NGA,Arquero,18,2008-03-20,199,87.9,Cáceres FC,false
NGA-02,Cebrián,Oller,NGA,Arquero,2,1990-01-05,188,73.7,Navarra FC,false
NGA-14,Cleto,Raya,NGA,Defensor,14,1992-06-07,191,79.1,Alicante FC,false
NGA-24,Jose Angel,Fuentes,NGA,Defensor,24,2005-02-13,181,79.9,Huesca FC,false
NGA-09,Juan Bautista,Casares,NGA,Defensor,9,1993-01-07,179,68.9,Zamora FC,false
NGA-03,René,Real,NGA,Defensor,3,2003-02-12,181,68.8,La Coruña AC,false
NGA-05,Adolfo,Rodrigo,NGA,Defensor,5,1991-03-17,185,78.3,Álava CF,false
NGA-13,Ruben,Morata,NGA,Defensor,13,2006-07-07,185,72.8,La Coruña FC,false
NGA-01,Goyo,Uribe,NGA,Defensor,1,1991-01-04,195,83.9,Ávila FC,false
NGA-11,Eliseo,Gelabert,NGA,Defensor,11,1996-01-19,185,73.7,Girona AC,false
NGA-20,Lázaro,Berrocal,NGA,Mediocampista,20,1992-05-01,181,78.7,Salamanca CF,false
NGA-15,Fulgencio,Salvà,NGA,Mediocampista,15,2002-04-02,177,73.8,Ceuta SC,false
NGA-17,Paulino,Montenegro,NGA,Mediocampista,17,2000-12-19,179,66.2,Santa Cruz de Tenerife CF,false
NGA-19,Hector,Agustí,NGA,Mediocampista,19,1998-12-19,187,77.1,Cáceres CF,false
NGA-08,Quique,Vera,NGA,Mediocampista,8,2001-04-27,182,74.0,Albacete AC,false
NGA-07,Abel,Madrid,NGA,Mediocampista,7,2008-01-30,179,74.3,Guipúzcoa AC,false
NGA-06,Sergio,Aragón,NGA,Mediocampista,6,1993-02-11,182,69.2,Barcelona SC,false
NGA-23,Reyes,Campos,NGA,Mediocampista,23,1991-03-29,177,70.4,La Coruña SC,false
NGA-10,Gilberto,Valverde,NGA,Delantero,10,2008-05-07,178,69.5,Córdoba AC,false
NGA-21,Luis Ángel,Córdoba,NGA,Delantero,21,2001-11-26,175,74.7,La Rioja SC,false
NGA-22,Eric,Arteaga,NGA,Delantero,22,2001-06-16,185,77.3,Toledo CF,true
NGA-04,Alcides,Serrano,NGA,Delantero,4,1999-09-01,177,72.2,La Coruña SC,false
NGA-12,Benjamín,Alemán,NGA,Delantero,12,1996-02-12,170,63.9,Melilla FC,false
GHA-19,Marcial,Sabater,GHA,Arquero,19,1994-05-20,185,82.2,Baleares SC,true
GHA-17,Sandalio,Álamo,GHA,Arquero,17,1996-03-13,194,81.2,Cáceres CF,false
GHA-21,Bruno,Priego,GHA,Arquero,21,2000-11-01,189,78.8,Vizcaya CF,false
GHA-13,Primitivo,Almazán,GHA,Defensor,13,2007-04-06,188,75.3,Badajoz AC,false
GHA-15,Alfonso,Barco,GHA,Defensor,15,2006-12-05,183,71.6,Segovia FC,false
GHA-22,Quirino,Rosell,GHA,Defensor,22,1996-11-25,187,81.2,Palencia AC,false
GHA-24,Pepito,Barroso,GHA,Defensor,24,2003-03-27,179,68.5,Jaén FC,false
GHA-20,David,Sosa,GHA,Defensor,20,1995-12-08,180,78.4,Asturias FC,false
GHA-11,Carlito,Burgos,GHA,Defensor,11,1993-08-04,181,70.4,Asturias FC,false
GHA-23,Lino,Galiano,GHA,Defensor,23,1990-11-03,195,89.8,Cádiz SC,false
GHA-16,Teobaldo,Valbuena,GHA,Defensor,16,2005-01-19,183,72.4,Tarragona FC,false
GHA-10,Renato,Hierro,GHA,Mediocampista,10,1997-02-15,181,77.6,Pontevedra AC,false
GHA-04,Patricio,Sáenz,GHA,Mediocampista,4,1998-04-05,175,67.5,Baleares FC,false
GHA-01,Cosme,Pastor,GHA,Mediocampista,1,1999-07-21,187,82.3,Las Palmas AC,false
GHA-02,Lucho,Olivares,GHA,Mediocampista,2,1995-08-16,185,78.5,Castellón SC,false
GHA-18,José María,Miranda,GHA,Mediocampista,18,2000-11-06,170,62.7,Salamanca SC,false
GHA-09,Gabino,Peiró,GHA,Mediocampista,9,1993-01-16,187,74.0,Barcelona CF,false
GHA-05,Raimundo,Godoy,GHA,Mediocampista,5,1992-07-18,186,71.4,Lleida SC,false
GHA-14,Eric,Aznar,GHA,Mediocampista,14,1997-02-11,171,66.5,Guipúzcoa AC,false
GHA-06,Cándido,Gisbert,GHA,Delantero,6,1999-07-20,183,78.4,Tarragona AC,false
GHA-07,Benigno,Galan,GHA,Delantero,7,1999-09-12,171,63.9,Cádiz CF,false
GHA-08,Roldán,Mesa,GHA,Delantero,8,1995-03-23,181,70.9,Badajoz FC,false
GHA-03,Florentino,Lamas,GHA,Delantero,3,1997-08-15,181,72.4,Badajoz FC,false
GHA-12,Luis Miguel,Pastor,GHA,Delantero,12,1998-07-17,175,64.9,Huesca FC,false
EGY-14,Iván,Sarmiento,EGY,Arquero,14,1999-10-20,195,84.1,Cádiz FC,false
EGY-06,Sandalio,Gonzalo,EGY,Arquero,6,2007-12-22,198,88.2,Barcelona FC,false
EGY-19,Martin,Andrade,EGY,Arquero,19,2001-10-17,197,89.3,Cuenca CF,false
EGY-16,Arsenio,Fábregas,EGY,Defensor,16,2003-06-28,189,77.0,Lleida SC,false
EGY-12,Flavio,Palmer,EGY,Defensor,12,1999-03-14,188,77.5,Teruel CF,false
EGY-23,Narciso,Gelabert,EGY,Defensor,23,2002-12-21,183,81.7,Navarra CF,false
EGY-21,Artemio,Marqués,EGY,Defensor,21,1997-05-07,189,84.8,Cáceres SC,false
EGY-07,José,Carbó,EGY,Defensor,7,1991-01-19,185,82.8,Las Palmas FC,false
EGY-08,Gerónimo,Ramón,EGY,Defensor,8,2007-06-05,180,70.4,Tarragona AC,false
EGY-04,Fernando,Fortuny,EGY,Defensor,4,1999-12-04,178,66.1,Toledo CF,false
EGY-24,Juan Francisco,Nicolás,EGY,Defensor,24,1994-10-31,188,79.9,Vizcaya AC,false
EGY-11,Rodolfo,Ayala,EGY,Mediocampista,11,1993-10-16,185,80.3,Valencia FC,false
EGY-17,Aristides,Iglesias,EGY,Mediocampista,17,2008-01-28,180,75.3,Salamanca AC,false
EGY-20,Rogelio,Frutos,EGY,Mediocampista,20,2003-05-18,179,75.6,Asturias FC,false
EGY-03,Gerónimo,Niño,EGY,Mediocampista,3,1996-06-05,170,69.7,Santa Cruz de Tenerife AC,false
EGY-09,Armando,Sala,EGY,Mediocampista,9,2001-03-12,181,70.8,Zaragoza AC,false
