eventoId,partidoId,jugadorId,seleccionId,tipo,minuto,detalle
EV-F2030-109-07,F2030-109,JPN-02,JPN,tarjeta_amarilla,73,Infracción táctica
EV-F2030-109-03,F2030-109,COL-13,COL,tarjeta_amarilla,78,Infracción táctica
EV-F2030-109-02,F2030-109,JPN-09,JPN,gol,87,Gol en jugada
EV-F2030-110-03,F2030-110,CAN-09,CAN,gol,5,Gol en jugada
EV-F2030-110-05,F2030-110,NGA-04,NGA,gol,7,Gol en jugada
EV-F2030-110-04,F2030-110,NGA-22,NGA,gol,13,Gol en jugada
EV-F2030-110-10,F2030-110,NGA-15,NGA,tarjeta_amarilla,22,Infracción táctica
EV-F2030-110-07,F2030-110,CAN-01,CAN,tarjeta_amarilla,54,Infracción táctica
EV-F2030-110-02,F2030-110,CAN-05,CAN,gol,63,Gol en jugada
EV-F2030-110-06,F2030-110,NGA-11,NGA,gol,85,Gol en jugada
EV-F2030-110-09,F2030-110,CAN-18,CAN,tarjeta_amarilla,104,Infracción táctica
EV-F2030-110-08,F2030-110,CAN-20,CAN,tarjeta_amarilla,106,Infracción táctica
EV-F2030-110-01,F2030-110,CAN-12,CAN,gol,116,Gol en jugada
EV-F2030-111-02,F2030-111,NOR-20,NOR,gol,3,Gol en jugada
EV-F2030-111-03,F2030-111,NOR-07,NOR,gol,8,Gol en jugada
EV-F2030-111-04,F2030-111,NOR-05,NOR,tarjeta_amarilla,48,Infracción táctica
EV-F2030-111-01,F2030-111,IRQ-13,IRQ,gol,71,Gol en jugada
EV-F2030-112-01,F2030-112,URU-21,URU,gol,7,Gol en jugada
EV-F2030-112-03,F2030-112,CIW-03,CIW,tarjeta_amarilla,13,Infracción táctica
EV-F2030-112-05,F2030-112,URU-07,URU,tarjeta_amarilla,31,Infracción táctica
EV-F2030-112-02,F2030-112,URU-18,URU,gol,41,Gol en jugada
EV-F2030-112-04,F2030-112,URU-04,URU,tarjeta_amarilla,55,Infracción táctica
EV-F2030-112-06,F2030-112,URU-18,URU,tarjeta_amarilla,82,Infracción táctica
EV-F2030-113-03,F2030-113,MAR-18,MAR,gol,1,Gol en jugada
EV-F2030-113-05,F2030-113,ESP-23,ESP,tarjeta_roja,7,Expulsión
EV-F2030-113-07,F2030-113,MAR-19,MAR,tarjeta_amarilla,36,Infracción táctica
EV-F2030-113-02,F2030-113,ESP-03,ESP,penal_convertido,37,Gol de penal
EV-F2030-113-01,F2030-113,ESP-22,ESP,gol,50,Gol en jugada
EV-F2030-113-04,F2030-113,ESP-09,ESP,tarjeta_amarilla,72,Infracción táctica
EV-F2030-113-06,F2030-113,MAR-07,MAR,tarjeta_roja,86,Expulsión
EV-F2030-114-02,F2030-114,SUI-15,SUI,tarjeta_amarilla,72,Infracción táctica
EV-F2030-114-01,F2030-114,POL-03,POL,tarjeta_roja,110,Expulsión
EV-F2030-115-06,F2030-115,CMR-19,CMR,tarjeta_amarilla,21,Infracción táctica
EV-F2030-115-05,F2030-115,CMR-14,CMR,tarjeta_amarilla,24,Infracción táctica
EV-F2030-115-04,F2030-115,CIV-07,CIV,tarjeta_amarilla,26,Infracción táctica
EV-F2030-115-01,F2030-115,CIV-10,CIV,gol,32,Gol en jugada
EV-F2030-115-07,F2030-115,CMR-11,CMR,tarjeta_amarilla,36,Infracción táctica
EV-F2030-115-02,F2030-115,CIV-24,CIV,tarjeta_amarilla,55,Infracción táctica
EV-F2030-115-03,F2030-115,CIV-11,CIV,tarjeta_amarilla,72,Infracción táctica
EV-F2030-116-05,F2030-116,SWE-06,SWE,tarjeta_amarilla,13,Infracción táctica
EV-F2030-116-01,F2030-116,SWE-10,SWE,gol,17,Gol en jugada
EV-F2030-116-04,F2030-116,SWE-21,SWE,tarjeta_amarilla,27,Infracción táctica
EV-F2030-116-03,F2030-116,SWE-19,SWE,tarjeta_amarilla,30,Infracción táctica
EV-F2030-116-06,F2030-116,HON-16,HON,tarjeta_amarilla,31,Infracción táctica
EV-F2030-116-02,F2030-116,SWE-03,SWE,gol,54,Gol en jugada
EV-F2030-117-01,F2030-117,GER-01,GER,gol,27,Gol en jugada
EV-F2030-117-02,F2030-117,GER-05,GER,gol,31,Gol en jugada
EV-F2030-117-03,F2030-117,JPN-13,JPN,gol,36,Gol en jugada
EV-F2030-117-04,F2030-117,GER-21,GER,tarjeta_amarilla,41,Infracción táctica
EV-F2030-118-04,F2030-118,JAM-14,JAM,tarjeta_amarilla,3,Infracción táctica
EV-F2030-118-03,F2030-118,NGA-15,NGA,gol,4,Gol en jugada
EV-F2030-118-01,F2030-118,JAM-06,JAM,gol,17,Gol en jugada
EV-F2030-118-02,F2030-118,JAM-15,JAM,gol,26,Gol en jugada
EV-F2030-118-05,F2030-118,NGA-19,NGA,tarjeta_amarilla,37,Infracción táctica
EV-F2030-119-04,F2030-119,NZL-08,NZL,gol,2,Gol en jugada
EV-F2030-119-06,F2030-119,NZL-01,NZL,tarjeta_roja,19,Expulsión
EV-F2030-119-01,F2030-119,NZL-24,NZL,gol,46,Gol en jugada
EV-F2030-119-03,F2030-119,NZL-08,NZL,gol,64,Gol en jugada
EV-F2030-119-07,F2030-119,NOR-14,NOR,tarjeta_amarilla,71,Infracción táctica
EV-F2030-119-02,F2030-119,NZL-11,NZL,gol,81,Gol en jugada
EV-F2030-119-05,F2030-119,NZL-10,NZL,tarjeta_amarilla,87,Infracción táctica
EV-F2030-120-04,F2030-120,URU-11,URU,tarjeta_amarilla,11,Infracción táctica
EV-F2030-120-03,F2030-120,URU-21,URU,tarjeta_amarilla,13,Infracción táctica
EV-F2030-120-05,F2030-120,URU-24,URU,tarjeta_roja,33,Expulsión
EV-F2030-120-02,F2030-120,URU-01,URU,gol,46,Gol en jugada
EV-F2030-120-01,F2030-120,URU-03,URU,gol,78,Gol en jugada
EV-F2030-121-04,F2030-121,GER-07,GER,gol,8,Gol en jugada
EV-F2030-121-05,F2030-121,GER-20,GER,gol,8,Gol en jugada
EV-F2030-121-08,F2030-121,GER-23,GER,tarjeta_amarilla,14,Infracción táctica
EV-F2030-121-02,F2030-121,ESP-12,ESP,gol,27,Gol en jugada
EV-F2030-121-09,F2030-121,GER-21,GER,tarjeta_roja,38,Expulsión
EV-F2030-121-07,F2030-121,ESP-13,ESP,tarjeta_amarilla,58,Infracción táctica
EV-F2030-121-10,F2030-121,GER-10,GER,tarjeta_roja,67,Expulsión
EV-F2030-121-03,F2030-121,GER-23,GER,gol,79,Gol en jugada
EV-F2030-121-01,F2030-121,ESP-12,ESP,penal_convertido,81,Gol de penal
EV-F2030-121-06,F2030-121,ESP-05,ESP,tarjeta_amarilla,85,Infracción táctica
EV-F2030-122-03,F2030-122,CIV-04,CIV,tarjeta_amarilla,29,Infracción táctica
EV-F2030-122-05,F2030-122,CIV-23,CIV,tarjeta_roja,51,Expulsión
EV-F2030-122-01,F2030-122,CIV-24,CIV,gol,88,Gol en jugada
EV-F2030-122-02,F2030-122,NZL-13,NZL,gol,96,Gol en jugada
EV-F2030-122-04,F2030-122,CIV-05,CIV,tarjeta_amarilla,115,Infracción táctica
EV-F2030-123-03,F2030-123,SUI-04,SUI,tarjeta_amarilla,35,Infracción táctica
EV-F2030-123-04,F2030-123,JAM-17,JAM,tarjeta_amarilla,50,Infracción táctica
EV-F2030-123-05,F2030-123,JAM-01,JAM,tarjeta_amarilla,51,Infracción táctica
EV-F2030-123-01,F2030-123,SUI-02,SUI,gol,72,Gol en jugada
EV-F2030-123-02,F2030-123,SUI-24,SUI,gol,75,Gol en jugada
EV-F2030-124-08,F2030-124,SWE-21,SWE,tarjeta_amarilla,11,Infracción táctica
EV-F2030-124-10,F2030-124,URU-04,URU,tarjeta_amarilla,20,Infracción táctica
EV-F2030-124-09,F2030-124,SWE-11,SWE,tarjeta_amarilla,27,Infracción táctica
EV-F2030-124-03,F2030-124,URU-08,URU,gol,29,Gol en jugada
EV-F2030-124-07,F2030-124,URU-18,URU,gol,37,Gol en jugada
EV-F2030-124-06,F2030-124,URU-07,URU,penal_convertido,39,Gol de penal
EV-F2030-124-04,F2030-124,URU-11,URU,gol,42,Gol en jugada
EV-F2030-124-05,F2030-124,URU-06,URU,gol,49,Gol en jugada
EV-F2030-124-02,F2030-124,SWE-03,SWE,gol,54,Gol en jugada
EV-F2030-124-01,F2030-124,SWE-22,SWE,gol,56,Gol en jugada
EV-F2030-125-04,F2030-125,GER-10,GER,gol,2,Gol en jugada
EV-F2030-125-06,F2030-125,SUI-04,SUI,tarjeta_amarilla,20,Infracción táctica
EV-F2030-125-03,F2030-125,GER-14,GER,gol,26,Gol en jugada
EV-F2030-125-05,F2030-125,SUI-16,SUI,tarjeta_amarilla,35,Infracción táctica
EV-F2030-125-02,F2030-125,GER-05,GER,gol,40,Gol en jugada
EV-F2030-125-01,F2030-125,GER-08,GER,gol,79,Gol en jugada
EV-F2030-126-02,F2030-126,CIV-05,CIV,tarjeta_amarilla,44,Infracción táctica
EV-F2030-126-03,F2030-126,URU-08,URU,tarjeta_amarilla,51,Infracción táctica
EV-F2030-126-01,F2030-126,URU-02,URU,gol,86,Gol en jugada
EV-F2030-127-03,F2030-127,SUI-23,SUI,gol,16,Gol en jugada
EV-F2030-127-05,F2030-127,CIV-04,CIV,penal_convertido,22,Gol de penal
EV-F2030-127-06,F2030-127,CIV-02,CIV,gol,37,Gol en jugada
EV-F2030-127-07,F2030-127,SUI-01,SUI,tarjeta_roja,45,Expulsión
EV-F2030-127-01,F2030-127,SUI-10,SUI,gol,53,Gol en jugada
EV-F2030-127-04,F2030-127,SUI-07,SUI,gol,81,Gol en jugada
EV-F2030-127-02,F2030-127,SUI-06,SUI,gol,85,Gol en jugada
EV-F2030-128-01,F2030-128,URU-08,URU,gol,2,Gol en jugada
EV-F2030-128-05,F2030-128,GER-03,GER,tarjeta_amarilla,5,Infracción táctica
EV-F2030-128-02,F2030-128,URU-15,URU,gol,13,Gol en jugada
EV-F2030-128-03,F2030-128,GER-23,GER,tarjeta_amarilla,36,Infracción táctica
EV-F2030-128-06,F2030-128,URU-23,URU,tarjeta_amarilla,49,Infracción táctica
EV-F2030-128-07,F2030-128,URU-07,URU,tarjeta_amarilla,55,Infracción táctica
EV-F2030-128-04,F2030-128,GER-19,GER,tarjeta_amarilla,72,Infracción táctica
